"x2","n","welfare","sPr","P","dChisq","dDev","dBhat"
407,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
408,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
409,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
410,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
411,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
412,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
413,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
414,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
415,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
416,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
417,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
418,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
419,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
420,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
421,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
422,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
423,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
424,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
425,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
426,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
427,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
428,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
429,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
430,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
431,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
432,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
433,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
434,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
435,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
436,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
437,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
438,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
439,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
440,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
441,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
442,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
443,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
444,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
445,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
446,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
447,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
448,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
449,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
450,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
451,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
452,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
453,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
454,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
455,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
456,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
457,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
458,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
459,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
460,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
461,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
462,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
463,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
464,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
465,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
466,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
467,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
468,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
469,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
470,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
471,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
472,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
473,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
474,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
475,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
476,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
477,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
478,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
479,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
480,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
481,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
482,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
483,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
484,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
485,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
486,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
487,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
488,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
489,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
490,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
491,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
492,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
493,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
494,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
495,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
496,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
497,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
498,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
499,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
500,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
501,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
502,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
503,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
504,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
505,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
506,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
507,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
508,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
509,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
510,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
511,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
512,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
513,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
514,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
515,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
516,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
517,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
518,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
519,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
520,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
521,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
522,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
523,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
524,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
525,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
526,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
527,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
528,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
529,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
530,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
531,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
532,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
533,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
534,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
535,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
536,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
537,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
538,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
539,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
540,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
541,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
542,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
543,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
544,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
545,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
546,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
547,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
548,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
549,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
550,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
551,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
552,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
553,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
554,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
555,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
556,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
557,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
558,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
559,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
560,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
561,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
562,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
563,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
564,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
565,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
566,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
567,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
568,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
569,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
570,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
571,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
572,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
573,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
574,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
575,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
576,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
577,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
578,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
579,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
580,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
581,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
582,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
583,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
584,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
585,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
586,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
587,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
588,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
589,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
590,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
591,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
592,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
593,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
594,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
595,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
596,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
597,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
598,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
599,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
600,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
601,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
602,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
603,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
604,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
605,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
606,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
607,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
608,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
609,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
610,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
611,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
612,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
613,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
614,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
615,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
616,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
617,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
618,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
619,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
620,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
621,1,0,-0.22529,0.0482,0.05075,0.09902,0.00012
622,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
623,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
624,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
625,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
626,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
627,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
628,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
629,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
630,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
631,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
632,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
633,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
634,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
635,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
636,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
637,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
638,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
639,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
640,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
641,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
642,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
643,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
644,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
645,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
646,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
647,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
648,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
649,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
650,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
651,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
652,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
653,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
654,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
655,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
656,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
657,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
658,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
659,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
660,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
661,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
662,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
663,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
664,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
665,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
666,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
667,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
668,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
669,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
670,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
671,1,0,-0.19883,0.03781,0.03953,0.07755,0.00024
672,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
673,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
674,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
675,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
676,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
677,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
678,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
679,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
680,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
681,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
682,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
683,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
684,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
685,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
686,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
687,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
688,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
689,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
690,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
691,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
692,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
693,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
694,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
695,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
696,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
697,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
698,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
699,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
700,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
701,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
702,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
703,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
704,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
705,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
706,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
707,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
708,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
709,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
710,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
711,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
712,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
713,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
714,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
715,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
716,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
717,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
718,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
719,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
720,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
721,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
722,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
723,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
724,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
725,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
726,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
727,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
728,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
729,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
730,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
731,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
732,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
733,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
734,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
735,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
736,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
737,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
738,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
739,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
740,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
741,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
742,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
743,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
744,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
745,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
746,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
747,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
748,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
749,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
750,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
751,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
752,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
753,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
754,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
755,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
756,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
757,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
758,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
759,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
760,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
761,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
762,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
763,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
764,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
765,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
766,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
767,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
768,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
769,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
770,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
771,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
772,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
773,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
774,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
775,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
776,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
777,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
778,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
779,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
780,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
781,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
782,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
783,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
784,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
785,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
786,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
787,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
788,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
789,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
790,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
791,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
792,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
793,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
794,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
795,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
796,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
797,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
798,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
799,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
800,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
801,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
802,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
803,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
804,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
805,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
806,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
807,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
808,1,0,-0.29809,0.08137,0.08886,0.17028,0.00028
